capital,valor,var_mensal,pct_sal,tempo,var_ano,var_12,aammes
Belém,268.58,2.36,46.93,95h00m,10.19,12.92,201210
Curitiba,282.97,0.91,49.45,100h05m,13.81,15.04,201210
São Paulo,311.55,0.8,54.44,110h12m,12.36,16.7,201210
Goiânia,251.12,0.4,43.88,88h49m,1.79,7.56,201210
João Pessoa,232.97,-0.11,40.71,82h24m,14.08,19.39,201210
Rio de Janeiro,295.39,-0.6,51.62,104h29m,12.36,17.23,201210
Aracaju,206.03,-0.85,36.0,72h52m,13.07,12.78,201210
Belo Horizonte,290.61,-1.69,50.78,102h47m,10.08,15.23,201210
Porto Alegre,305.72,-1.84,53.43,108h08m,10.42,10.23,201210
Vitória,293.83,-2.29,51.35,103h56m,6.7,16.61,201210
Brasília,271.55,-3.66,47.45,96h03m,9.55,11.7,201210
Florianópolis,282.8,-9.04,49.42,100h02m,7.76,8.36,201210
João Pessoa,235.35,1.02,41.13,83h15m,15.25,18.71,201211
Belém,270.22,0.61,47.22,95h35m,10.86,11.28,201211
Vitória,295.31,0.5,51.61,104h27m,7.23,11.9,201211
Florianópolis,283.68,0.31,49.57,100h20m,8.09,5.63,201211
Aracaju,205.63,-0.19,35.93,72h44m,12.85,13.11,201211
Natal,246.43,-0.3,43.06,87h10m,16.04,19.63,201211
Recife,248.05,-0.89,43.35,87h44m,14.84,17.83,201211
Salvador,220.49,-1.13,38.53,77h59m,5.59,7.5,201211
Brasília,266.85,-1.73,46.63,94h23m,7.65,7.11,201211
Belo Horizonte,282.82,-2.68,49.42,100h02m,7.12,10.18,201211
São Paulo,299.26,-3.94,52.3,105h51m,7.93,8.31,201211
Fortaleza,244.55,-4.14,42.74,86h30m,13.63,18.46,201211
Curitiba,270.84,-4.29,47.33,95h48m,8.93,6.97,201211
Manaus,284.85,-4.48,49.78,100h45m,11.36,10.27,201211
Goiânia,237.92,-5.26,41.58,84h09m,-3.56,1.82,201211
Porto Alegre,286.83,-6.18,50.12,101h27m,3.6,2.57,201211
Rio de Janeiro,272.1,-7.88,47.55,96h14m,3.5,3.98,201211
Fortaleza,252.78,3.37,44.17,89h24m,17.46,,201212
João Pessoa,237.85,1.06,41.56,84h08m,16.47,,201212
Recife,248.95,0.36,43.5,88h03m,15.26,,201212
Manaus,290.27,1.9,50.73,102h40m,13.48,,201212
Natal,239.65,-2.75,41.88,84h46m,12.85,,201212
Aracaju,204.06,-0.76,35.66,72h11m,11.99,,201212
Belém,271.58,0.5,47.46,96h03m,11.42,,201212
Brasília,275.95,3.41,48.22,97h36m,11.32,,201212
Florianópolis,290.05,2.25,50.69,102h35m,10.52,,201212
Belo Horizonte,290.88,2.85,50.83,102h53m,10.18,,201212
São Paulo,304.9,1.88,53.28,107h51m,9.96,,201212
Curitiba,271.31,0.17,47.41,95h58m,9.12,,201212
Salvador,227.12,3.01,39.69,80h20m,8.76,,201212
Rio de Janeiro,281.83,3.58,49.25,99h41m,7.2,,201212
Goiânia,263.17,10.61,45.99,93h05m,6.68,,201212
Porto Alegre,294.37,2.63,51.44,104h07m,6.32,,201212
Vitória,290.89,-1.5,50.83,102h53m,5.63,,201212
Campo Grande,242.94,1.53,42.45,85h56m,,,201212
Salvador,267.65,17.85,42.91,86h51m,,24.95,201301
Aracaju,231.8,13.59,37.16,75h13m,,23.38,201301
Natal,269.56,12.48,43.22,87h28m,,26.18,201301
Brasília,307.14,11.3,49.24,99h40m,,18.32,201301
Goiânia,287.94,9.41,46.16,93h26m,,14.8,201301
Vitória,315.38,8.42,50.56,102h20m,,16.31,201301
Campo Grande,263.03,8.27,42.17,85h21m,,,201301
Rio de Janeiro,303.86,7.82,48.71,98h36m,,11.83,201301
Florianópolis,309.21,6.61,49.57,100h20m,,13.83,201301
João Pessoa,252.13,6.0,40.42,81h49m,,18.83,201301
Curitiba,285.94,5.39,45.84,92h47m,,11.47,201301
Porto Alegre,309.33,5.08,49.59,100h22m,,12.64,201301
São Paulo,318.4,4.43,51.05,103h19m,,11.51,201301
Manaus,301.73,3.95,48.37,97h54m,,16.71,201301
Recife,257.43,3.41,41.27,83h32m,,15.36,201301
Belém,280.51,3.29,44.97,91h01m,,12.76,201301
Belo Horizonte,299.79,3.06,48.06,97h17m,,11.83,201301
Fortaleza,258.32,2.19,41.41,83h49m,,18.46,201301
Recife,278.92,8.35,44.72,90h30m,12.04,27.12,201302
Fortaleza,276.98,7.22,44.4,89h53m,9.57,29.29,201302
João Pessoa,270.06,7.11,43.3,87h38m,13.54,27.0,201302
Natal,283.27,5.09,45.41,91h55m,18.2,29.82,201302
Belo Horizonte,313.48,4.57,50.26,101h43m,7.77,18.62,201302
Manaus,314.18,4.13,50.37,101h57m,8.24,24.22,201302
Porto Alegre,318.16,2.85,51.01,103h14m,8.08,18.01,201302
Aracaju,238.4,2.85,38.22,77h21m,16.83,26.41,201302
São Paulo,326.59,2.57,52.36,105h58m,7.11,18.1,201302
Curitiba,293.25,2.56,47.01,95h09m,8.09,19.13,201302
Campo Grande,269.38,2.41,43.19,87h25m,10.88,,201302
Belém,286.7,2.21,45.96,93h02m,5.57,15.21,201302
Florianópolis,314.46,1.7,50.41,102h02m,8.42,22.89,201302
Rio de Janeiro,306.83,0.98,49.19,99h34m,8.87,16.46,201302
Salvador,270.04,0.89,43.29,87h37m,18.9,32.03,201302
Brasília,306.39,-0.24,49.12,99h25m,11.03,19.73,201302
Goiânia,286.34,-0.56,45.91,92h55m,8.8,14.06,201302
Vitória,313.4,-0.63,50.24,101h42m,7.74,17.29,201302
Vitória,332.24,6.01,53.26,107h48m,14.21,27.67,201303
Manaus,328.49,4.55,52.66,106h35m,13.17,27.61,201303
Salvador,281.05,4.08,45.06,91h12m,23.75,32.63,201303
Belo Horizonte,323.97,3.35,51.94,105h07m,11.38,24.16,201303
Aracaju,245.94,3.16,39.43,79h48m,20.52,27.82,201303
São Paulo,336.26,2.96,53.91,109h07m,10.29,23.06,201303
Rio de Janeiro,314.99,2.66,50.5,102h13m,11.77,22.69,201303
Campo Grande,276.44,2.62,44.32,89h42m,13.79,,201303
Belém,291.86,1.8,46.79,94h42m,7.47,19.09,201303
João Pessoa,274.64,1.7,44.03,89h07m,15.47,28.01,201303
Brasília,310.75,1.42,49.82,100h50m,12.61,22.49,201303
Fortaleza,280.69,1.34,45.0,91h05m,11.04,32.78,201303
Porto Alegre,321.95,1.19,51.61,104h28m,9.37,21.86,201303
Curitiba,294.78,0.52,47.26,95h39m,8.65,19.78,201303
Goiânia,287.78,0.5,46.14,93h23m,9.35,22.91,201303
Recife,280.01,0.39,44.89,90h52m,12.48,25.51,201303
Natal ‐,279.24,1.42,44.77,90h37m,16.52,27.51,201303
Florianópolis ‐,307.37,2.25,49.28,99h44m,5.97,20.29,201303
Recife,298.35,6.55,47.83,96h49m,19.84,33.21,201304
João Pessoa,290.96,5.94,46.65,94h25m,22.33,34.11,201304
Belém,307.18,5.25,49.25,99h40m,13.11,23.66,201304
Rio de Janeiro,327.52,3.98,52.51,106h16m,16.21,29.95,201304
Fortaleza,291.08,3.7,46.67,94h27m,15.15,32.99,201304
Manaus,339.64,3.39,54.45,110h12m,17.01,27.12,201304
Natal,286.58,2.63,45.94,92h59m,19.58,27.14,201304
São Paulo,344.3,2.39,55.2,111h43m,12.92,24.18,201304
Florianópolis,311.41,1.31,49.92,101h03m,7.36,20.75,201304
Aracaju,247.72,0.72,39.71,80h23m,21.4,28.67,201304
Curitiba,296.69,0.65,47.56,96h16m,9.35,18.98,201304
Belo Horizonte,324.53,0.17,52.03,105h18m,11.57,25.41,201304
Brasília,309.68,-0.34,49.65,100h29m,12.22,21.21,201304
Vitória,328.94,-0.99,52.74,106h44m,13.08,25.48,201304
Goiânia,284.22,-1.24,45.57,92h13m,8.0,20.76,201304
Campo Grande,271.65,-1.73,43.55,88h09m,11.82,,201304
Porto Alegre,312.28,-3.0,50.06,101h20m,6.08,16.48,201304
Salvador,268.05,-4.63,42.97,86h59m,18.02,23.0,201304
Campo Grande,281.4,3.59,45.11,91h19m,15.83,,201305
Porto Alegre,323.17,3.49,51.81,104h52m,9.78,18.62,201305
Goiânia,293.96,3.43,47.13,95h23m,11.7,19.31,201305
Fortaleza,296.82,1.97,47.59,96h19m,17.42,26.85,201305
Belém,308.77,0.52,49.5,100h11m,13.69,23.21,201305
Curitiba,297.92,0.41,47.76,96h40m,9.81,16.68,201305
São Paulo ‐,342.05,0.65,54.84,110h59m,12.18,20.57,201305
Vitória ‐,325.87,0.93,52.24,105h44m,12.03,20.18,201305
João Pessoa ‐,286.58,1.51,45.94,92h59m,20.49,26.84,201305
Florianópolis ‐,306.54,1.56,49.14,99h28m,5.69,20.08,201305
Natal ‐,281.67,1.71,45.16,91h24m,17.53,20.98,201305
Rio de Janeiro ‐,321.41,1.87,51.53,104h18m,14.04,23.39,201305
Brasília ‐,303.37,2.04,48.64,98h26m,9.94,19.81,201305
Recife ‐,290.94,2.48,46.64,94h24m,16.87,21.27,201305
Aracaju ‐,240.72,2.83,38.59,78h07m,17.97,20.81,201305
Belo Horizonte ‐,314.78,3.0,50.46,102h08m,8.22,18.81,201305
Salvador ‐,257.98,3.76,41.36,83h43m,13.59,13.03,201305
Manaus ‐,322.98,4.91,51.78,104h48m,11.27,18.37,201305
Aracaju,248.07,3.05,39.77,80h30m,21.57,24.22,201306
Brasília,312.09,2.87,50.03,101h16m,13.1,20.17,201306
Recife,296.67,1.97,47.56,96h16m,19.17,28.17,201306
Porto Alegre,329.16,1.85,52.77,106h48m,11.82,17.45,201306
Natal,284.69,1.07,45.64,92h23m,18.79,21.5,201306
Salvador,260.2,0.86,41.71,84h26m,14.56,22.04,201306
Florianópolis,307.44,0.29,49.29,99h46m,6.0,18.19,201306
Belém,309.01,0.08,49.54,100h16m,13.78,22.15,201306
João Pessoa,285.47,-0.39,45.77,92h38m,20.02,24.36,201306
São Paulo,340.46,-0.46,54.58,110h28m,11.66,18.37,201306
Curitiba,294.5,-1.15,47.21,95h34m,8.55,12.4,201306
Fortaleza,292.86,-1.33,46.95,95h02m,15.86,24.25,201306
Goiânia,289.62,-1.48,46.43,93h59m,10.05,18.68,201306
Campo Grande,275.91,-1.95,44.23,89h32m,13.57,,201306
Belo Horizonte,308.48,-2.0,49.45,100h06m,6.05,16.01,201306
Manaus,316.29,-2.07,50.71,102h38m,8.96,15.55,201306
Vitória,315.63,-3.14,50.6,102h25m,8.5,13.66,201306
Rio de Janeiro,310.0,-3.55,49.7,100h35m,10.0,14.66,201306
Salvador,259.73,-0.18,41.64,84h17m,14.36,18.72,201307
Vitória,310.73,-1.55,49.82,100h50m,6.82,6.85,201307
Manaus,310.52,-1.82,49.78,100h46m,6.98,11.27,201307
Rio de Janeiro,300.71,-3.0,48.21,97h35m,6.7,3.46,201307
Belém,299.07,-3.22,47.95,97h03m,10.12,15.08,201307
João Pessoa,275.54,-3.48,44.17,89h24m,15.85,18.13,201307
Aracaju,239.36,-3.51,38.37,77h40m,17.3,15.0,201307
São Paulo,327.44,-3.82,52.49,106h15m,7.39,9.37,201307
Campo Grande,264.87,-4.0,42.46,85h57m,9.03,,201307
Natal,271.61,-4.59,43.54,88h08m,13.34,10.78,201307
Belo Horizonte,293.48,-4.86,47.05,95h14m,0.89,1.81,201307
Curitiba,279.66,-5.04,44.83,90h45m,3.08,4.35,201307
Recife,279.98,-5.63,44.89,90h51m,12.46,17.81,201307
Fortaleza,275.27,-6.01,44.13,89h19m,8.9,14.31,201307
Goiânia,269.34,-7.0,43.18,87h24m,2.34,4.13,201307
Porto Alegre,305.91,-7.06,49.04,99h16m,3.92,1.98,201307
Florianópolis,284.03,-7.61,45.54,92h10m,-2.08,6.63,201307
Brasília,284.45,-8.86,45.6,92h18m,3.08,3.22,201307
Porto Alegre,311.5,1.83,49.94,101h05m,5.82,1.05,201308
Brasília,286.49,0.72,45.93,92h58m,3.82,0.7,201308
Curitiba,281.31,0.59,45.1,91h17m,3.69,0.26,201308
Campo Grande,265.81,0.35,42.61,86h15m,9.41,,201308
Florianópolis,284.33,0.11,45.58,92h16m,-1.97,-3.77,201308
Vitória,310.03,-0.23,49.7,100h36m,6.58,3.83,201308
Rio de Janeiro,298.42,-0.76,47.84,96h50m,5.89,-1.36,201308
Salvador,257.54,-0.84,41.29,83h34m,13.39,14.35,201308
Belém,296.11,-0.99,47.47,96h05m,9.03,12.88,201308
Belo Horizonte,290.54,-1.0,46.58,94h17m,-0.12,1.46,201308
Natal,267.49,-1.52,42.88,86h48m,11.62,10.93,201308
Manaus,305.78,-1.53,49.02,99h13m,5.34,8.89,201308
São Paulo,319.66,-2.38,51.25,103h43m,4.84,4.46,201308
Aracaju,233.19,-2.58,37.38,75h40m,14.28,9.48,201308
João Pessoa,266.2,-3.39,42.68,86h23m,11.92,14.07,201308
Recife,270.37,-3.43,43.35,87h44m,8.6,12.28,201308
Fortaleza,264.38,-3.96,42.38,85h47m,4.59,7.58,201308
